date,time,speed,voltage,current,power,battery_level,distance,totaldistance,system_temp,cpu_temp,tilt,roll,mode,alert
2020-05-28,07:52:01.523,0.00,67.41,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:02.566,0.00,67.42,0.01,0.67,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:02.725,0.00,67.37,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:02.923,0.00,67.41,0.02,1.35,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:03.114,0.00,67.50,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:03.309,0.00,67.58,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:03.503,0.00,67.58,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:03.699,0.00,67.60,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:04.029,0.00,67.62,0.04,2.70,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:04.140,0.00,67.58,0.01,0.68,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:04.334,0.00,67.58,0.01,0.68,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:04.529,0.00,67.54,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:04.728,0.00,67.55,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:04.921,0.00,67.53,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:05.148,0.00,67.56,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:05.309,0.00,67.58,0.02,1.35,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:05.602,0.00,67.58,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:05.748,0.00,67.58,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:05.942,0.00,67.56,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:06.141,0.00,67.53,0.01,0.68,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:06.333,0.00,67.58,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:06.577,0.00,67.61,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:06.721,0.00,67.61,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:06.919,0.00,67.58,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:07.128,0.00,67.62,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:07.322,0.00,67.60,-0.01,-0.68,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:07.518,0.00,67.59,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:07.729,0.00,67.60,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:07.924,0.00,67.57,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:08.132,0.00,67.57,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:08.327,0.00,67.60,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:08.523,0.00,67.59,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:08.734,0.00,67.59,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:08.929,0.00,67.60,0.00,0.00,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:09.297,0.92,67.72,0.06,4.06,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:09.336,0.91,67.63,0.01,0.68,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:09.529,1.26,67.56,0.36,24.32,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:09.738,3.52,67.50,0.56,37.80,100,0,426668,27,0,0.00,0.00,0,
2020-05-28,07:52:09.933,4.82,67.50,0.49,33.08,100,1,426669,27,0,0.00,0.00,0,
2020-05-28,07:52:10.143,5.37,67.43,0.68,45.85,100,1,426669,27,0,0.00,0.00,0,
2020-05-28,07:52:10.340,4.90,67.53,0.31,20.93,100,1,426669,27,0,0.00,0.00,0,
2020-05-28,07:52:10.533,4.14,67.54,0.12,8.10,100,2,426670,27,0,0.00,0.00,0,
2020-05-28,07:52:10.744,3.54,67.52,0.06,4.05,100,2,426670,27,0,0.00,0.00,0,
2020-05-28,07:52:10.940,3.56,67.53,0.03,2.03,100,2,426670,27,0,0.00,0.00,0,
2020-05-28,07:52:11.149,3.68,67.55,0.08,5.40,100,2,426670,27,0,0.00,0.00,0,
2020-05-28,07:52:11.343,4.09,67.54,0.14,9.46,100,2,426670,27,0,0.00,0.00,0,
2020-05-28,07:52:11.537,3.70,67.58,-0.02,-1.35,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:11.750,2.81,67.57,-0.04,-2.70,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:11.945,1.87,67.60,0.01,0.68,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:12.155,1.09,67.61,0.03,2.03,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:12.348,0.69,67.56,0.00,0.00,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:12.543,0.49,67.58,-0.01,-0.68,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:12.753,0.19,67.59,0.01,0.68,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:12.948,0.40,67.54,0.07,4.73,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:13.158,1.77,67.51,0.14,9.45,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:13.354,2.62,67.52,0.17,11.48,100,3,426671,27,0,0.00,0.00,0,
2020-05-28,07:52:13.549,3.25,67.59,0.16,10.81,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:13.759,3.39,67.57,0.01,0.68,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:13.954,2.46,67.50,0.35,23.63,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:14.163,1.72,67.59,0.19,12.84,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:14.359,2.58,67.60,-0.02,-1.35,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:14.552,2.49,67.71,0.03,2.03,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:14.763,2.49,67.63,0.03,2.03,100,4,426672,27,0,0.00,0.00,0,
2020-05-28,07:52:14.958,2.70,67.56,0.07,4.73,100,5,426673,27,0,0.00,0.00,0,
2020-05-28,07:52:15.170,3.03,67.58,0.14,9.46,100,5,426673,27,0,0.00,0.00,0,
2020-05-28,07:52:15.365,3.78,67.54,0.16,10.81,100,5,426673,27,0,0.00,0.00,0,
2020-05-28,07:52:15.558,3.81,67.54,0.07,4.73,100,5,426673,27,0,0.00,0.00,0,
2020-05-28,07:52:15.783,3.76,67.48,0.17,11.47,100,5,426673,27,0,0.00,0.00,0,
2020-05-28,07:52:15.979,4.05,67.55,0.15,10.13,100,6,426674,27,0,0.00,0.00,0,
2020-05-28,07:52:16.174,4.21,67.55,0.13,8.78,100,6,426674,27,0,0.00,0.00,0,
2020-05-28,07:52:16.368,4.25,67.57,0.06,4.05,100,6,426674,27,0,0.00,0.00,0,
2020-05-28,07:52:16.563,3.94,67.60,-0.03,-2.03,100,6,426674,27,0,0.00,0.00,0,
2020-05-28,07:52:16.774,3.17,67.53,0.00,0.00,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:16.968,2.75,67.54,0.02,1.35,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:17.181,2.36,67.49,0.01,0.67,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:17.374,2.23,67.21,0.48,32.26,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:17.569,2.07,67.28,0.28,18.84,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:17.781,2.66,67.36,0.04,2.69,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:17.973,2.73,67.40,0.03,2.02,100,7,426675,27,0,0.00,0.00,0,
2020-05-28,07:52:18.185,2.54,67.42,0.00,0.00,100,8,426676,27,0,0.00,0.00,0,
2020-05-28,07:52:18.394,2.68,67.35,0.11,7.41,100,8,426676,27,0,0.00,0.00,0,
2020-05-28,07:52:18.573,3.42,67.35,0.23,15.49,100,8,426676,27,0,0.00,0.00,0,
2020-05-28,07:52:18.784,3.76,67.35,0.23,15.49,100,8,426676,27,0,0.00,0.00,0,
2020-05-28,07:52:18.978,3.68,67.37,0.21,14.15,100,8,426676,27,0,0.00,0.00,0,
2020-05-28,07:52:19.189,4.19,67.38,0.15,10.11,100,9,426677,27,0,0.00,0.00,0,
2020-05-28,07:52:19.383,4.19,67.38,0.08,5.39,100,9,426677,27,0,0.00,0.00,0,
2020-05-28,07:52:19.578,4.62,67.34,0.28,18.86,100,9,426677,27,0,0.00,0.00,0,
2020-05-28,07:52:19.788,5.27,67.35,0.32,21.55,100,9,426677,27,0,0.00,0.00,0,
2020-05-28,07:52:19.983,5.51,67.41,0.20,13.48,100,10,426678,27,0,0.00,0.00,0,
2020-05-28,07:52:20.194,5.48,67.42,0.15,10.11,100,10,426678,27,0,0.00,0.00,0,
2020-05-28,07:52:20.391,5.07,67.45,-0.02,-1.35,100,10,426678,27,0,0.00,0.00,0,
2020-05-28,07:52:20.584,4.33,67.40,-0.02,-1.35,100,11,426679,27,0,0.00,0.00,0,
2020-05-28,07:52:20.794,4.40,67.33,0.08,5.39,100,11,426679,27,0,0.00,0.00,0,
2020-05-28,07:52:20.989,3.46,67.40,-0.14,-9.44,100,11,426679,27,0,0.00,0.00,0,
2020-05-28,07:52:21.200,2.21,67.41,-0.15,-10.11,100,11,426679,27,0,0.00,0.00,0,
2020-05-28,07:52:21.393,1.60,67.48,-0.09,-6.07,100,11,426679,27,0,0.00,0.00,0,
2020-05-28,07:52:21.588,2.57,67.15,0.23,15.44,100,11,426679,27,0,0.00,0.00,0,
2020-05-28,07:52:21.799,2.49,67.31,0.11,7.40,100,12,426680,27,0,0.00,0.00,0,
2020-05-28,07:52:21.994,0.79,67.40,0.09,6.07,100,12,426680,27,0,0.00,0.00,0,
2020-05-28,07:52:22.206,6.16,67.24,1.09,73.29,100,12,426680,27,0,0.00,0.00,0,
2020-05-28,07:52:22.400,3.28,67.32,0.76,51.16,100,12,426680,27,0,0.00,0.00,0,
2020-05-28,07:52:22.593,1.30,67.48,0.36,24.29,100,12,426680,27,0,0.00,0.00,0,
2020-05-28,07:52:22.804,4.65,67.29,1.52,102.28,100,13,426681,27,0,0.00,0.00,0,
2020-05-28,07:52:23.000,3.73,67.27,1.27,85.43,100,13,426681,27,0,0.00,0.00,0,
2020-05-28,07:52:23.210,3.37,67.34,0.82,55.22,100,13,426681,27,0,0.00,0.00,0,
2020-05-28,07:52:23.403,4.12,67.45,0.53,35.75,100,13,426681,27,0,0.00,0.00,0,
2020-05-28,07:52:23.598,4.60,67.44,0.33,22.26,100,14,426682,27,0,0.00,0.00,0,
2020-05-28,07:52:23.809,4.72,67.49,0.25,16.87,100,14,426682,27,0,0.00,0.00,0,
2020-05-28,07:52:24.004,4.72,67.53,0.11,7.43,100,14,426682,27,0,0.00,0.00,0,
2020-05-28,07:52:24.215,4.64,67.53,0.08,5.40,100,14,426682,27,0,0.00,0.00,0,
2020-05-28,07:52:24.409,5.21,67.50,0.21,14.18,100,15,426683,27,0,0.00,0.00,0,
2020-05-28,07:52:24.603,5.48,67.52,0.09,6.08,100,15,426683,27,0,0.00,0.00,0,
2020-05-28,07:52:24.814,5.52,67.53,0.14,9.45,100,15,426683,27,0,0.00,0.00,0,
2020-05-28,07:52:25.009,5.50,67.54,0.07,4.73,100,16,426684,27,0,0.00,0.00,0,
2020-05-28,07:52:25.220,5.26,67.57,0.00,0.00,100,16,426684,27,0,0.00,0.00,0,
2020-05-28,07:52:25.413,5.38,67.54,0.16,10.81,100,16,426684,27,0,0.00,0.00,0,
2020-05-28,07:52:25.609,5.67,67.56,0.07,4.73,100,17,426685,27,0,0.00,0.00,0,
2020-05-28,07:52:25.818,4.98,67.58,-0.05,-3.38,100,17,426685,27,0,0.00,0.00,0,
2020-05-28,07:52:26.013,4.49,67.58,-0.01,-0.68,100,17,426685,27,0,0.00,0.00,0,
2020-05-28,07:52:26.223,4.00,67.60,-0.03,-2.03,100,17,426685,27,0,0.00,0.00,0,
2020-05-28,07:52:26.419,3.97,67.44,0.15,10.12,100,18,426686,27,0,0.00,0.00,0,
2020-05-28,07:52:26.613,4.71,67.51,0.15,10.13,100,18,426686,27,0,0.00,0.00,0,
2020-05-28,07:52:26.824,2.88,67.57,-0.08,-5.41,100,18,426686,27,0,0.00,0.00,0,
2020-05-28,07:52:27.018,2.06,67.64,-0.08,-5.41,100,18,426686,27,0,0.00,0.00,0,
2020-05-28,07:52:27.230,0.96,67.60,0.03,2.03,100,18,426686,27,0,0.00,0.00,0,
2020-05-28,07:52:27.423,3.59,67.47,0.66,44.53,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:27.618,2.95,67.51,0.42,28.35,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:27.827,3.24,67.51,0.19,12.83,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:28.024,3.17,67.50,0.05,3.38,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:28.235,2.16,67.59,-0.01,-0.68,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:28.488,1.02,67.55,0.00,0.00,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:28.684,0.64,67.54,0.03,2.03,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:28.834,0.41,67.57,0.03,2.03,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:29.028,0.39,67.57,0.02,1.35,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:29.238,0.51,67.57,0.02,1.35,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:29.434,0.30,67.58,0.03,2.03,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:29.628,0.05,67.56,0.03,2.03,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:29.839,0.23,67.58,0.09,6.08,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:30.033,0.05,67.57,0.07,4.73,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:30.245,0.09,67.57,0.03,2.03,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:30.438,0.41,67.57,0.03,2.03,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:31.353,0.61,67.59,0.00,0.00,100,19,426687,27,0,0.00,0.00,0,
2020-05-28,07:52:31.639,0.48,67.59,0.01,0.68,100,20,426688,27,0,0.00,0.00,0,
2020-05-28,07:52:31.923,0.01,67.56,0.02,1.35,100,20,426688,27,0,0.00,0.00,0,
2020-05-28,07:52:32.028,0.00,67.58,0.01,0.68,100,20,426688,27,0,0.00,0.00,0,
2020-05-28,07:52:32.376,0.19,67.57,0.03,2.03,100,20,426688,27,0,0.00,0.00,0,
2020-05-28,07:52:32.464,0.60,67.57,0.03,2.03,100,20,426688,27,0,0.00,0.00,0,
2020-05-28,07:52:32.659,0.13,67.54,0.06,4.05,100,20,426688,27,0,0.00,0.00,0,
